Series Name,Series Code,Country Name,Country Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Real effective exchange rate index (2010 = 100),PX.REX.REER,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,112.1891778,111.2792186,117.6549155,121.8773936,126.3003637,128.3418636,127.1148901,125.0142377,119.2744156,115.1024357,125.3625886,122.5733688,117.3957929,111.9263066,119.5775922,116.2197359,110.0018134,113.5587243,114.6691453,116.7428241,116.5255597,117.6639136,119.0652289,116.592745,108.1213081,103.4656207,101.3448716,100.085649,98.18280461,99.14289993,102.5232239,100,96.77746878,99.75763371,98.55874191,97.95636643,103.7005519,104.4219833,104.0798211,102.9806192,105.7135152,103.5963917,99.64447269,103.8374808
Real effective exchange rate index (2010 = 100),PX.REX.REER,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Sweden,SWE,..,..,..,..,..,..,143.2199983,147.5768459,147.72497,133.0280761,120.4968149,126.3190693,129.0409768,128.2246722,127.8912575,131.7684701,135.4683553,140.8678498,146.7645809,146.7055462,120.4053376,118.635912,118.4341493,127.8721306,120.898937,117.0535111,113.8330952,111.2014469,101.9277075,104.6598189,111.6216206,112.184576,107.1853134,106.3892717,107.7712499,105.1974184,94.80121036,100,105.8385129,105.122087,106.4411816,100.7835935,93.24265976,93.94006017,93.12279906,89.26357156,85.70329,87.70804352,90.26756436,84.77700128
Real effective exchange rate index (2010 = 100),PX.REX.REER,Switzerland,CHE,..,..,..,..,..,..,93.08233032,85.70300337,84.99561059,89.9620383,91.42917644,88.54779633,86.88135671,92.69698645,96.23938768,95.04408305,89.69964788,96.0440669,95.37756318,93.62878843,95.67338663,100.1382299,106.714173,103.5438734,95.35575445,96.57980929,94.74703318,92.3067405,94.6962646,98.0939811,98.37928118,97.3602417,95.47997653,92.89866475,89.04281485,92.52469098,96.08722888,100,109.4714418,105.340525,103.618174,104.2560147,110.4768725,108.1566757,106.0983261,103.2258687,104.1860125,108.1797198,105.5129221,105.780436
Real effective exchange rate index (2010 = 100),PX.REX.REER,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Togo,TGO,..,..,..,..,..,..,..,157.1672669,155.8418137,149.3875155,146.8193153,133.3193729,127.5168311,137.2500624,136.3471211,129.3962653,120.5119758,124.7783913,118.5026036,119.9015552,113.8180683,78.96770926,109.008639,93.56074921,94.27494578,98.30401473,94.11081328,89.88014903,91.54317533,94.93224473,98.33108338,99.10196685,100.7592325,99.38645278,99.80846889,104.5142029,107.2109191,100,100.690973,96.35072456,98.10050146,99.29069729,94.3672766,95.84030383,95.31598534,96.7944728,94.34740136,96.2327371,97.75970569,95.73010342
Real effective exchange rate index (2010 = 100),PX.REX.REER,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Trinidad and Tobago,TTO,..,..,..,..,..,..,76.66146893,78.64131154,86.55423582,95.93176803,109.8855763,126.1598995,131.9182465,91.26209159,84.57403027,79.94238206,79.12316137,81.07888548,81.11807976,82.82769959,74.75790157,69.65664221,68.07096504,68.74751962,67.26971521,69.90168343,71.0526605,72.65110992,76.77018921,78.71703006,77.38375721,76.00100057,77.30048638,80.44323748,81.88993325,86.77949839,94.83054243,100,98.70489716,107.3165548,111.2098897,117.2341397,131.078908,129.368899,126.5192356,124.690682,126.7747491,127.9769982,123.9609889,128.6191288
Real effective exchange rate index (2010 = 100),PX.REX.REER,Tunisia,TUN,..,..,..,..,..,..,226.780099,221.0414346,221.076827,220.009069,217.4863548,217.4508266,214.9842874,184.5503021,147.817945,132.8646488,131.1712166,127.8612675,130.4465356,133.1145599,128.0875182,129.1299744,131.798174,131.9894209,131.3750025,131.7215492,132.7019465,131.0179623,128.9169698,127.478395,121.308246,116.7476334,111.0601886,108.2898494,104.623007,103.3305436,102.5200936,100,97.79943783,96.38118162,93.5450882,93.47964606,97.49231809,92.49859367,84.40233247,79.22399527,78.38772664,85.20235606,85.84418698,86.38294167
Real effective exchange rate index (2010 = 100),PX.REX.REER,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Uganda,UGA,..,..,..,..,..,..,..,2204.091401,1565.368206,543.2208986,429.7271244,293.5792078,384.5571744,401.1011006,511.6913769,470.2717004,384.839055,245.0708009,179.959032,120.1812601,118.6957648,148.5891338,145.2799716,145.5200021,152.5007369,135.6003577,123.4138701,116.9890321,114.1184031,109.2037033,95.83779464,99.43492996,104.1504301,104.3653545,107.94276,111.2868928,108.3547607,100,94.10425109,104.9588195,106.0150143,107.7171715,101.2135375,98.004978,95.53335584,92.12634618,95.47995125,97.211315,98.70878907,102.8106221
Real effective exchange rate index (2010 = 100),PX.REX.REER,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.97819125,167.6043283,96.28454987,115.8313441,136.6125973,124.8042573,98.47013002,97.81778749,108.0925209,103.9078107,95.56752913,93.5958152,103.3604158,107.6412089,108.4285517,117.5163563,97.94120521,100,99.38909636,101.4620423,97.99011354,76.80743032,71.55860907,71.92812547,76.22868943,80.47320541,93.06708304,91.80484618,93.9329115,94.22216479
Real effective exchange rate index (2010 = 100),PX.REX.REER,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,United Kingdom,GBR,..,..,..,..,..,..,119.2531427,139.4315618,143.8284927,138.6937021,127.378608,121.8146916,124.1235537,115.5560443,115.3909658,118.9007979,117.1421218,119.5755641,123.6701601,120.2148884,108.6161362,108.7024209,104.0710128,106.4628535,123.3367478,129.2677939,129.1236993,130.4355421,127.2788752,128.179415,122.9499524,127.7706895,125.4333908,126.1823818,128.2719978,111.7678856,100.3080029,100,99.82945314,103.3985953,102.0763237,108.7326458,113.7621604,102.5101544,97.30219289,99.0364643,98.59633023,98.79771171,102.6157894,101.1590524
Real effective exchange rate index (2010 = 100),PX.REX.REER,United States,USA,..,..,..,..,..,..,..,105.8510328,116.6965801,130.5323304,136.646848,145.0666671,150.1983195,126.1184559,113.5316465,107.3411116,110.9996846,105.840489,104.3798003,101.7940685,104.7600238,104.2019714,100.749277,103.7444289,108.8640812,116.7150903,115.5631487,119.4619092,126.2251064,125.9176541,117.9947969,112.4007831,110.8405736,109.9258352,104.8918312,100.4413976,104.6971752,100,95.00841983,97.36959986,97.55617417,99.19579099,109.9054026,114.5678442,114.3383003,113.2063043,116.4488151,118.0011046,115.6179018,126.5668585
Real effective exchange rate index (2010 = 100),PX.REX.REER,Uruguay,URY,..,..,..,..,..,..,..,106.3771737,120.5150539,125.5406035,78.14294018,76.26772862,73.5527022,72.30017115,70.14588954,67.17011865,69.33622366,62.92424178,71.62224036,76.8326699,90.66112424,98.99769253,102.4669862,103.5384254,107.1353194,109.0159338,114.4333272,113.3472224,110.5817805,94.00258854,73.5928873,72.46058372,81.10000836,81.7390696,81.40612555,88.24069055,90.09287286,100,102.071019,104.8069588,111.0855583,106.8218135,107.3784139,108.8000877,115.7164794,117.4984186,113.7893955,108.5355644,106.1999676,117.9771205
Real effective exchange rate index (2010 = 100),PX.REX.REER,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,"Venezuela, RB",VEN,..,..,..,..,..,..,..,80.55707197,90.33574402,97.67270922,103.4496449,72.87099768,72.73440334,68.14615134,42.68701013,52.09266088,41.71431562,36.81303443,39.42370531,40.96985889,43.09049432,41.72773098,51.71364898,42.90494467,54.79508058,67.49700423,76.99545402,79.98221752,85.06892084,66.51854826,57.75485937,55.7672934,54.59173965,57.80817505,63.34835748,75.95482774,99.06299059,100,70.79990138,84.98620119,83.23622795,128.9583645,309.7508052,741.6995295,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Real effective exchange rate index (2010 = 100),PX.REX.REER,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.24615776,65.00033867,53.31819983,49.23203116,47.00247895,53.37837944,51.25351666,49.20096751,53.7101336,62.19944587,58.13719082,58.22363681,59.7703672,68.35849848,69.98324382,61.94408301,65.13316166,80.41509766,105.6232365,97.61939638,112.588815,95.61684741,100,97.15544209,99.71197728,103.0274342,98.43089766,86.7439085,85.66549926,94.22172868,88.53067177,79.79990364,66.45366967,69.7891348,90.90389466
Real effective exchange rate index (2010 = 100),PX.REX.REER,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.86,..,6.16,6.18,6.47,..,..,..,6.95,6.95,..,..,..,..,8.38,..,..,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.85,..,..,11.74,11.7,8.39,8.19,7.3,6.34,6.35,5.67,2.44,5.71,5.78,2.15,1.65,1.67,1.25,1.24,1.44,1.22,1.47,1.47,1.45,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.44,..,..,..,24.73,24.03,..,..,22.07,19.01,18.36,..,16.33,16.03,16.27,16.18,14.23,..,..,..,..,12.24,12.26,12.24,12.32,12.47,12.49,12.52,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.21,..,8.19,7.98,7.98,..,7.81,7.77,7.91,7.84,7.73,7.7,11.19,10.91,10.9,..,8.54,8.65,10.51,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.82,..,..,19.58,16.35,13.55,13.55,13.97,13.93,13.93,11.43,11.61,11.93,13.92,14.47,14.47,12.71,12.51,12.32,12.38,12.3,11.64,12.23,12.39,12.39,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.18,13.15,..,12.7,14.45,14.44,16.73,15.17,15.22,13.23,14.78,14.73,11.85,10.6,10.62,11.49,11.16,11.65,11.47,11.35,11.17,12.17,12.58,12.48,12.58,12.73,12.47,12.18,12.19,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.26,..,3.65,3.85,3.85,3.59,3.92,3.69,4.17,4.21,4.27,4.69,4.63,4.6,6.36,4.92,4.6,..,6.3,4.81,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2,10.13,10.16,..,9.77,10.27,9.99,10.01,10.92,..,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.1,..,9.67,..,..,7.75,7.63,6.99,6.74,6.55,5.37,5.1,5.12,5.19,4.27,3.83,3.91,4.06,4.05,2.85,2.8,2.76,2.77,2.84,2.5,2.3,2.23,2.22,2.03,1.97,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.14,3.49,6.01,4.71,3.88,3.54,4.21,5.73,4.22,3.47,3.9,4.31,3.3,4.26,2.57,2.54,2.64,2.68,2.75,2.53,2.37,2.44,2.78,2.3,2.28,2.21,2.76,2.73,2.48,2.48,2.46,2.55,1.71,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.47,..,..,11.83,..,9.37,8.26,9.31,..,8.78,9.21,9.05,9.46,8.52,..,..,..,15.32,9.11,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.91,..,..,28.99,..,..,..,28.51,..,..,..,33.36,33.17,..,30.43,30.36,28.08,26.78,..,23.66,..,..,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.47,8.45,8.42,5.48,5.41,5.41,4.53,4.49,4.17,4.12,4.34,5.22,4.27,4.27,4.06,3.75,3.59,3.6,4.08,3.36,3.68,3.59,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105.36,..,..,..,..,84.9,..,..,..,27.52,22.31,22.23,20.87,21.01,19.56,18.26,15.37,15.21,14.27,13.75,14.05,13.88,13.8,13.53,12.86,..,11.97,12.96,..,..,12.19,12.53,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.21,..,..,21.21,21.23,16.3,16.22,16.43,15.93,..,15,15.13,..,..,13.81,13.78,12.04,12.55,..,..,..,..,..,..,10.18,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.99,12.81,..,..,10.63,10.52,11.49,..,..,..,..,..,9.26,9.25,7.52,7.55,7.5,7.45,6.73,6.02,5.04,4.92,5.14,7.93,5.15,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.14,3.49,6.01,4.71,3.88,3.54,4.21,5.73,4.22,3.47,3.9,4.31,3.3,4.26,2.57,2.54,2.64,2.68,2.75,2.53,2.37,2.44,2.78,2.3,2.28,2.21,2.76,2.73,2.48,2.48,2.46,2.55,1.71,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.72,..,..,19.37,..,12.75,12.99,12.85,..,..,11.78,11.6,11.73,12.54,12.57,11.64,11.23,11.49,11.49,11.4,10.97,11.09,10.87,10.88,11.76,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.27,14.25,14.49,14.5,14.49,13.52,12.83,12.83,12.83,12.83,13.09,13.09,13.1,12.96,10.91,10.58,13.63,13.42,11.67,11.67,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.34,19.16,19.15,18.92,18.92,18.4,18.32,18.15,18.7,18.45,19.9,24.13,39.96,22.26,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.49,..,..,..,..,..,17.71,..,22.16,22.15,..,11.1,..,..,..,..,..,..,..,12.18,..,..,..,8.13,7.63,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.73,9.96,9.67,9.61,9.61,9.6,9.51,9.23,9.27,9.87,9.08,7.76,7.19,6.48,6.21,6.22,7.5,9.76,9.09,9.29,9.93,10.04,10.05,10.05,10.33,9.95,9.95,9.95,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.26,..,..,..,..,8.37,7.35,7.04,4.19,3.76,3.37,3.15,2.99,3.1,2.49,2.6,2.88,2.95,5.32,2.95,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.15,7.94,..,7.2,7.34,7.32,7.27,7.24,7.04,7.77,7.31,7.01,4.59,7.03,7.61,8.34,4.07,3.21,8.19,7.69,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.92,33.5,27.53,23.45,15.73,14.46,13.23,14.8,14.42,17.15,15.89,16.7,15,14.73,14.39,13.18,12.29,12.1,12.15,13.08,13.32,13.34,13.47,13.75,14.81,13.74,13.66,13.56,13.41,13.46,13.43,13.55,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.94,..,..,..,4.04,4.03,4.01,3.79,3.66,3.6,3.24,3.14,3.15,3.26,3.31,3.33,3.05,2.69,3.81,2.22,..,..,1.2,..,1.21,0.15,0.16,0.15,0.15,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.14,3.49,6.01,4.71,3.88,3.54,4.21,5.73,4.22,3.47,3.9,4.31,3.3,4.26,2.57,2.54,2.64,2.68,2.75,2.53,2.37,2.44,2.78,2.3,2.28,2.21,2.76,2.73,2.48,2.48,2.46,2.55,1.71,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,13.39,13.35,13.56,13.56,13.45,12.52,12.38,12.38,12.38,12.29,12.32,12.33,12.33,12.25,10.43,10.88,12.41,12.17,11.41,11,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.9,22.02,..,20.78,15.83,13.54,12.79,10.86,10.41,10.26,11.2,9.99,10.1,10.42,10.43,..,11.24,11.78,11.78,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.42,15.26,15.27,15.27,15.48,14.87,15.02,14.78,15.13,..,14.82,..,..,..,14.51,13.71,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.74,16.28,16.26,..,14.09,13.73,12.42,12.36,..,13.16,12.26,12.36,..,8.04,..,12.45,..,..,..,8.2,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.45,18.1,..,..,..,..,..,18.65,18.52,19.19,19.19,19.16,19.21,18.78,18.72,18.95,18.72,18.87,18.88,18.75,18.91,..,..,..,..,18.56,..,..,..
"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.66,..,..,..,8.92,..,9.28,7.82,6.74,5.16,5.05,4.72,5.17,4.82,6.38,4.28,4.29,4.16,4.14,4.14,4.08,3.43,3.37,3.23,3.07,3.06,3.14,2.95,1.99,1.99,2.1,1.87,..,..
